district,mandal,village,lat_gis,long_gis,gwl,season,,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
MEDAK,Yeldurthy,Kukunoor,179.146,783.208,3.75,Post-monsoon 2020,,7.52,2683,1717.12,0,400,480,1.13,2.210.071,38.5,118,2.43,200,131.274,1.039.777.961,1.591.050.145,C4S1,-1.279.555.921,P.S.
MEDAK,Yeldurthy,Ramayapally,179.453,783.213,3.75,Post-monsoon 2020,,7.85,690,441.6,0,260,50,0.79,17.716,8.75,35.73,1.41,48,38.896,2.799.342.105,928.489.917,C2S1,-398.684.211,P.S.
MEDCHAL,Alwal,Old Alwal,17.494,78.508,5,Post-monsoon 2020,,7.97,1320,844.8,0,250,190,1.99,1.448.283,22,85,4.76,144,29.172,4.799.506.579,1.686.913.423,C3S1,-4.599.013.158,P.S.
MEDCHAL,Balanagar,Balanagar 1,17.47,78.45,3.7,Post-monsoon 2020,,8.19,1446,925.44,0,450,190,1.74,13.287,20,218,1.5,40,43.758,2.799.259.868,5.665.093.063,C3S1,3.401.480.263,U.S.
MEDCHAL,Kukatpally,Kaithalapur,17.47,78.4,2.34,Post-monsoon 2020,,8.16,389,248.96,0,150,30,1.19,0.3,9,17.8,4.7,32,19.448,1.599.671.053,611.894.886,C2S1,-199.342.105,P.S.
MEDCHAL,Kukatpally,Kukatpally 1,17.481,78.397,4.12,Post-monsoon 2020,,7.8,444,284.16,0,130,60,0.83,101.867,6.75,28,4.93,24,24.31,1.599.588.816,962.556.023,C2S1,-599.177.632,P.S.
MEDCHAL,Malkajgiri,Malkajgiri,17.449,78.535,9.7,Post-monsoon 2020,,7.18,4644,2972.16,0,310,1000,1.3,5.288.226,50,148,5.4,592,97.24,1.879.835.526,1.484.136.865,C4S1,-3.139.671.053,P.S.
MEDCHAL,Qutubullapur,Gajularamaram 2,17.53,78.42,1.33,Post-monsoon 2020,,08.04,927,593.28,0,350,60,0.94,2.985.146,13.25,101,1.51,48,34.034,2.599.424.342,2.723.672.883,C3S1,1.801.151.316,MR
MEDCHAL,Qutubullapur,Shapurnagar,17.54,78.44,,Post-monsoon 2020,,7.79,1980,1267.2,0,620,200,0.91,66,40,224,4.1,112,63.206,5.398.930.921,4.191.469.371,C3S1,1.602.138.158,MR
MULUGU,Eturu Nagaram,Eturu Nagaram (D),18.359.652,80.440.017,10.67,Post-monsoon 2020,,7.94,344,220.16,0,150,20,0.18,3.019.772.727,3,6,1,48,14.586,1.799.753.289,19.445.402,C2S1,-599.506.579,P.S.
MULUGU,Eturu Nagaram,Eturu Nagaram (S),183.374,804.232,11.16,Post-monsoon 2020,,07.09,342,218.88,0,110,40,0.2,3.825.045.455,3.75,19,4,32,14.586,1.399.753.289,698.232.431,C2S1,-599.506.579,P.S.
MULUGU,Govindaraopet,Pasra,18.207.438,80.171.524,2.62,Post-monsoon 2020,,7.67,1197,766.08,0,280,40,1.51,155.015,29.75,76,10,48,43.758,2.999.259.868,1.908.001.483,C3S1,-398.519.737,P.S.
MULUGU,Govindaraopet,Project Nagar,182.616,801.944,2.38,Post-monsoon 2020,,8.22,672,430.08,0,200,80,0.86,7.448.772.727,24.5,75,33,56,19.448,2.199.671.053,2.198.642.191,C2S1,-399.342.105,P.S.
NAGARKURNOOL,Amarabad,Domalapenta,16.211.577,7.887.839,2.12,Post-monsoon 2020,,6.47,1585,1014.4,0,220,260,0.19,190.447,30,103,61,144,29.172,4.799.506.579,2.044.142.148,C3S1,-5.199.013.158,P.S.
NAGARKURNOOL,Balmur,Balmur,16.331.127,78.566.382,10.47,Post-monsoon 2020,,07.01,1162,743.68,0,370,150,0.46,367.607,11,25,62,160,9.724,4.399.835.526,518.195.875,C3S1,-1.399.671.053,P.S.
NAGARKURNOOL,Bijinepalli,Bijinepalli,16.535.278,78.196.422,8.77,Post-monsoon 2020,,7.41,1620,1036.8,0,380,200,0.68,221.45,25,98,3,200,34.034,6.399.424.342,1.684.332.332,C3S1,-5.198.848.684,P.S.
NAGARKURNOOL,Kalwakuthy,Kalwakuthy,16.667,78.488,8.75,Post-monsoon 2020,,7.1,2175,1392,0,390,370,1.22,190.447,30,116,4,208,77.792,8.398.684.211,1.740.301.631,C3S1,-8.997.368.421,P.S.
NAGARKURNOOL,Kodair,Kodair,16.269.624,78.274.343,0.84,Post-monsoon 2020,,7.4,3026,1936.64,0,390,540,0.88,416.326,41,288,4,24,204.204,8.996.546.053,4.174.714.189,C4S2,-1.019.309.211,P.S.
NAGARKURNOOL,Kollapur,Kollapur,16.107,78.306,1.56,Post-monsoon 2020,,8.15,1590,1017.6,0,340,280,01.01,327.746,25,157,1,80,58.344,4.399.013.158,3.254.574.264,C3S1,-1.998.026.316,P.S.
NAGARKURNOOL,Lingal,Ambatipally,16.277,78.446,0.92,Post-monsoon 2020,,7.98,2483,1589.12,0,280,590,0.71,730.785,40,241,3,64,136.136,7.197.697.368,3.905.641.847,C4S1,-8.795.394.737,P.S.
NAGARKURNOOL,Nagarkurnool,Nagarkurnool,16.491.743,78.302.619,8.62,Post-monsoon 2020,,7,2592,1658.88,0,330,460,0.75,3.490.052,29,181,2,64,170.17,8.597.121.711,2.683.948.642,C4S1,-1.059.424.342,P.S.
NAGARKURNOOL,Telkapally,Telkapally,16.435.091,78.440.307,1.25,Post-monsoon 2020,,6.96,579,370.56,0,140,70,0.6,39.861,21,33,1,64,14.586,2.199.753.289,967.384.481,C2S1,-1.599.506.579,P.S.
NAGARKURNOOL,Thimmajipet,Gummakonda,166.224,78.19,2.16,Post-monsoon 2020,,7.2,5457,3492.48,0,530,1170,0.39,372.036,81,742,41,272,48.62,8.799.177.632,1.087.564.509,O.G,-6.998.355.263,P.S.
NAGARKURNOOL,Uppununuthala,Uppununthala,16.450.018,78.591.328,2.17,Post-monsoon 2020,,7.32,2265,1449.6,0,410,300,0.48,301.172,26,95,2,248,63.206,8.798.930.921,1.392.453.866,C4S1,-9.397.861.842,P.S.
NAGARKURNOOL,Veldanda,Veldanda,1.673.106,785.211,5.74,Post-monsoon 2020,,8.46,1394,892.16,20,560,60,2.7,518.193,25,240,1,48,14.586,1.799.753.289,7.778.160.809,C3S2,8.000.493.421,U.S.
NALGONDA,Advidevulapally,Ulsaipalem,16.706.822,79.499.703,0.32,Post-monsoon 2020,,8.16,1079,690.56,0,340,110,1.52,1.403.993,22,101,0.9,64,38.896,3.199.342.105,2.455.066.142,C3S1,401.315.789,P.S.
NALGONDA,Anumula,Anumula,16.798.786,79.289.548,2.4,Post-monsoon 2020,,8.9,1925,1232,30,690,90,3.83,1.882.325,23,378.3,3,16,43.758,2.199.259.868,1.109.098.788,C3S2,1.000.148.026,U.S.
NALGONDA,Anumula,Chintagudem,16.833.094,79.292.086,0.92,Post-monsoon 2020,,8.38,1630,1043.2,10,290,240,1.37,1.988.621,23,152,1,40,97.24,4.998.355.263,2.955.984.766,C3S1,-3.996.710.526,P.S.
NALGONDA,Anumula,Rajavaram,1.668.016,79.407.512,06.03,Post-monsoon 2020,,7.57,1443,923.52,0,350,230,0.56,18.278.483,32,104.61,0.4,136,38.896,4.999.342.105,2.034.177.929,C3S1,-2.998.684.211,P.S.
NALGONDA,Anumula,Sreerampur,16.729.108,79.304.637,0.26,Post-monsoon 2020,,7.7,839,536.96,0,310,50,0.74,287.885,20,70,1.84,32,48.62,2.799.177.632,1.819.093.301,C3S1,601.644.737,P.S.
NALGONDA,Chandampet,Chandampet,16.578.477,78.888.363,4.51,Post-monsoon 2020,,7.51,1506,963.84,0,310,170,1.6,21.927.979,21,110.5,1.25,152,34.034,5.199.424.342,2.106.962.521,C3S1,-4.198.848.684,P.S.
NALGONDA,Chandur,Angadipet,16.984.083,79.018.416,6.14,Post-monsoon 2020,,8.43,543,347.52,20,160,80,0.44,3.215.454,16,52,2.39,32,29.172,1.999.506.579,1.598.873.443,C2S1,-399.013.158,P.S.
NALGONDA,Chandur,Bangarigadda,16.984.666,79.011.361,4.46,Post-monsoon 2020,,08.03,835,534.4,0,260,90,0.59,163.873,10,35.26,4,96,24.31,3.399.588.816,831.459.837,C3S1,-1.599.177.632,P.S.
NALGONDA,Chityala,Veliminedu,17.228.916,79.020.166,9.94,Post-monsoon 2020,,8.25,1406,899.84,0,230,230,0.68,1.510.289,21,75,1.56,72,87.516,5.398.519.737,1.403.447.207,C3S1,-6.197.039.474,P.S.
NALGONDA,Devarakonda,Padamtipally,1.667.664,78.797.379,8.38,Post-monsoon 2020,,08.04,805,515.2,0,200,50,0.78,1.350.845,10,22.94,4.86,56,48.62,3.399.177.632,540.976.809,C3S1,-2.798.355.263,P.S.
NALGONDA,Devarakonda,Tatikole,16.625.235,78.856.645,13.44,Post-monsoon 2020,,09.01,995,636.8,40,380,50,02.02,18.119.039,19,214,10.1,16,4.862,5.999.177.632,1.201.268.466,C3S3,7.200.164.474,U.S.
NALGONDA,Gundlapally,Vavikole,16.675.791,7.876.505,5.2,Post-monsoon 2020,,8.11,2967,1898.88,0,1070,240,2.82,1.310.984,21,599,5.6,24,24.31,1.599.588.816,2.059.182.349,C4S4,1.820.082.237,U.S.
NALGONDA,Gurrampode,Gurrampode,16.851.709,79.091.378,1.67,Post-monsoon 2020,,7.44,1397,894.08,0,440,150,0.38,1.7716,33,59.38,0.5,184,24.31,5.599.588.816,1.091.023.961,C3S1,-2.399.177.632,P.S.
NALGONDA,Gurrampode,Koppole,16.914.619,79.146.882,0.94,Post-monsoon 2020,,8.11,508,325.12,0,120,100,0.27,2.320.796,16,44,2.58,40,24.31,1.999.588.816,1.352.865.093,C2S1,-1.599.177.632,P.S.
NALGONDA,K.Mallepally,K.Mallepally,16.729.392,78.981.033,2.3,Post-monsoon 2020,,7.9,1180,755.2,0,310,150,1.31,3.844.372,41,91,1.82,88,43.758,3.999.259.868,1.978.443.917,C3S1,-1.798.519.737,P.S.
NALGONDA,kanagala,kanagala,16.937.341,79.198.425,1.58,Post-monsoon 2020,,7.93,1381,883.84,0,260,170,0.63,22.025.417,17,78.29,8.52,120,53.482,5.199.095.395,1.492.844.471,C3S1,-5.198.190.789,P.S.
NALGONDA,Kattangur,Cheruvu Annaram,17.198.652,79.354.249,11.07,Post-monsoon 2020,,7.17,2718,1739.52,0,360,670,0.4,1.722.881,30,125,3.6,272,97.24,1.079.835.526,1.653.877.623,C4S1,-1.439.671.053,P.S.
NALGONDA,Kattangur,Kattangur,17.161.891,79.320.303,3.18,Post-monsoon 2020,,7.21,2819,1804.16,0,570,540,1.48,2.838.989,30,408.3,4,152,29.172,4.999.506.579,793.940.528,C4S2,1.400.986.842,MR
NALGONDA,Marriguda,Marriguda,16.939.916,78.863.805,,Post-monsoon 2020,,08.02,519,332.16,0,130,80,0.29,239.166,15,48.48,2.63,40,14.586,1.599.753.289,1.666.511.325,C2S1,-599.506.579,P.S.
NALGONDA,Munugode,Kistapur,17.156.249,79.017.026,3.13,Post-monsoon 2020,,8.68,1320,844.8,30,530,50,2.63,15.111.748,15,282,1.6,8,9.724,5.998.355.263,158.308.845,C3S3,1.000.032.895,U.S.
NALGONDA,Munugode,Kompalli,17.099.308,78.993.715,3.14,Post-monsoon 2020,,7.73,1504,962.56,0,390,220,0.58,3.565.345,27,113.95,10.66,160,24.31,4.999.588.816,2.215.742.814,C3S1,-2.199.177.632,P.S.
NALGONDA,Nakrekal,Arlagaddagudam,17.139.111,79.400.636,2.96,Post-monsoon 2020,,7.29,2144,1372.16,0,430,400,0.56,3.826.656,31,213.6,3.8,88,92.378,59.984.375,379.187.789,C3S1,-3.396.875,P.S.
NALGONDA,Nakrekal,Nakrekal,17.159.338,79.420.978,1.58,Post-monsoon 2020,,7.78,942,602.88,0,380,40,3.24,3.428.046,9,45.75,6.68,96,34.034,3.799.424.342,1.020.479.681,C3S1,1.151.316,P.S.
NALGONDA,Nakrekal,Vallabhapur,17.238.945,79.479.895,1.19,Post-monsoon 2020,,7.82,910,582.4,0,350,50,3.19,3.782.366,11,40.32,6.13,72,48.62,3.799.177.632,899.389.654,C3S1,-598.355.263,P.S.
NALGONDA,Nalgonda,Mushampally,1.697.492,7.932.478,1.3,Post-monsoon 2020,,8.3,1014,648.96,10,230,160,0.59,2.046.198,21,95.01,0.68,48,43.758,2.999.259.868,2.385.252.907,C3S1,-1.198.519.737,P.S.
NALGONDA,Nalgonda,S L B C G V guda,17.060.183,79.300.907,01.08,Post-monsoon 2020,,7.47,1320,844.8,0,270,240,0.64,36.920.144,19,55.96,1.45,136,48.62,5.399.177.632,1.047.094.942,C3S1,-5.398.355.263,P.S.
NALGONDA,Nalgonda,Seetarampuram,17.110.312,79.216.751,08.05,Post-monsoon 2020,,8.1,2080,1331.2,0,820,110,6.22,589.057,20,380,1.9,32,38.896,2.399.342.105,1.066.619.877,C3S2,1.160.131.579,U.S.
NALGONDA,Narketpalli,Akkenepally,17.290.078,79.235.645,2.26,Post-monsoon 2020,,7.32,5988,3832.32,0,390,1630,1.83,513.764,157,730.5,7.7,1.2,311.168,1.282.473.684,8.868.867.223,O.G,-1.784.947.368,P.S.
NALGONDA,Narketpalli,Narketpalli,1.720.025,79.191.305,7.6,Post-monsoon 2020,,7.78,942,602.88,0,380,40,3.24,3.428.046,9,45.75,6.68,96,34.034,3.799.424.342,1.020.479.681,C3S1,1.151.316,P.S.
NALGONDA,Nidamanuru,Nidamanur,16.84,79.285.277,3.64,Post-monsoon 2020,,8.34,2162,1383.68,20,590,200,2.3,172.731,36,427.5,6.7,24,24.31,1.599.588.816,1.469.616.785,C3S3,9.000.822.368,U.S.
NALGONDA,P.A Pally,Angadipet,16.716.555,79.084.472,1.86,Post-monsoon 2020,,8.43,543,347.52,20,160,80,0.44,3.215.454,16,52,2.39,32,29.172,1.999.506.579,1.598.873.443,C2S1,-399.013.158,P.S.
NALGONDA,Peddavoora,Velmaguda,1.677.852,7.918.302,03.06,Post-monsoon 2020,,8.11,505,323.2,0,130,70,0.32,549.196,16,50,2.69,8,29.172,1.399.506.579,1.837.615.715,C2S1,-199.013.158,P.S.
NALGONDA,Shaligowraram,P.Kondaram,17.249.444,79.423.055,3.6,Post-monsoon 2020,,7.8,2244,1436.16,0,450,390,1.29,1.089.534,26,283.8,3.5,72,77.792,4.998.684.211,5.518.953.113,C3S1,-997.368.421,P.S.
NALGONDA,Thiparthy,Thipparthy,1.701.375,79.418.305,0.17,Post-monsoon 2020,,8,1510,966.4,0,550,130,1.35,8.4151,10,148.9,8.9,56,68.068,4.198.848.684,3.159.379.164,C3S1,2.602.302.632,U.S.
NALGONDA,Thiparthy,Mamidala,17.065.212,79.465.001,4.97,Post-monsoon 2020,,7.92,2592,1658.88,0,330,470,1.19,27.145.341,37,208,40.8,112,121.55,7.797.944.079,3.238.511.479,C4S1,-8.995.888.158,P.S.
NALGONDA,Vemulapally,Bommakal,17.026.526,79.518.081,03.08,Post-monsoon 2020,,7.85,1608,1029.12,0,280,340,1,3,18,188.8,7.2,72,48.62,3.799.177.632,4.211.427.747,C3S1,-1.998.355.263,P.S.
NARAYANPET,Kosigi,Kosigi,16.984.631,77.705.505,2.69,Post-monsoon 2020,,7.94,985,630.4,0,250,110,0.77,7.998.774,9.75,29.78,2.7,88,48.62,4.199.177.632,631.851.083,C3S1,-3.398.355.263,P.S.
NARAYANPET,Maddur,Maddur,16.857,77.607,6.22,Post-monsoon 2020,,08.07,1577,1009.28,0,170,380,0.7,695.353,20,95,3.17,120,68.068,5.798.848.684,1.715.239.941,C3S1,-8.197.697.368,P.S.
NARAYANPET,Makthal,Makthal,16.500.518,77.500.096,1.52,Post-monsoon 2020,,8.14,2368,1515.52,0,230,500,0.25,2.404.947,40.5,142.3,7.9,104,145.86,8.597.532.895,2.110.037.341,C4S1,-1.259.506.579,P.S.
NARAYANPET,Narayanpet,Kollampally,16.667.939,77.616.892,3.41,Post-monsoon 2020,,8.7,1023,654.72,50,400,50,1.72,2.2145,9.25,170.4,3.6,24,24.31,1.599.588.816,585.784.094,C3S1,5.800.822.368,U.S.
NARAYANPET,Narayanpet,Kotakonda,16.754.004,77.637.795,1.79,Post-monsoon 2020,,7.78,4584,2933.76,0,220,990,0.42,5.208.504,104,391.4,12.3,360,111.826,1.359.810.855,4.614.809.026,C4S2,-2.279.621.711,P.S.
NARAYANPET,Narayanpet,Narayanapet,167.423,774.812,2.11,Post-monsoon 2020,,08.09,1768,1131.52,0,390,260,1.13,9.597.643,38,153.4,5,88,77.792,5.398.684.211,2.870.473.628,C3S1,-2.997.368.421,P.S.
NARAYANPET,Narva,Narva,164.706,776.567,7.63,Post-monsoon 2020,,8.19,799,511.36,0,380,10,1.92,163.873,8.75,96.96,2.14,40,24.31,1.999.588.816,2.981.222.713,C3S1,3.600.822.368,U.S.
NARAYANPET,Utkoor,Utkoor,166.407,775.003,2.44,Post-monsoon 2020,,8.6,2472,1582.08,50,400,490,0.92,460.616,48,325.5,7,16,121.55,5.397.944.079,6.091.285.653,C4S1,-1.795.888.158,P.S.
NARAYANPET,Utkoor,Chinnaporla,16.581.217,77.516.956,4.33,Post-monsoon 2020,,8.31,915,585.6,30,270,100,0.63,5.3148,12.75,106.45,3.23,40,29.172,2.199.506.579,3.120.722.823,C3S1,1.600.986.842,MR
NIRMAL,Kadam,Kadam,19.096.611,78.775.944,1.38,Post-monsoon 2020,,7.84,1301,832.64,0,430,120,01.09,6.623.368.182,27.25,103,2,64,72.93,4.598.766.447,2.088.279.916,C3S1,-597.532.895,P.S.
NIRMAL,Khanapur,Khanapur,19.047.089,78.662.131,6.19,Post-monsoon 2020,,7.69,990,633.6,0,250,140,0.84,2.113.840.909,34.75,110,4,40,38.896,2.599.342.105,2.966.423.331,C3S1,-198.684.211,P.S.
NIRMAL,Kubeer,Kubeer,192.495,77.945.833,2.1,Post-monsoon 2020,,7.66,783,501.12,0,320,20,0.73,5.053.086.364,11.25,82,4,24,38.896,2.199.342.105,2.404.028.556,C3S1,2.001.315.789,MR
NIRMAL,Kuntala,Kuntala,191.693,781.004,10.79,Post-monsoon 2020,,7.54,1290,825.6,0,380,140,1.26,7.287.718.182,14.75,89,2,64,72.93,4.598.766.447,1.804.436.044,C3S1,-1.597.532.895,P.S.
NIRMAL,Laxmanchanda,Laxmanchanda,19.017.055,78.460.861,1.79,Post-monsoon 2020,,7.88,972,622.08,0,290,110,0.27,4.348.472.727,19.5,92,2,32,53.482,2.999.095.395,2.309.749.338,C3S1,-198.190.789,P.S.
NIRMAL,Lokeswaram,Abdullapur,189.703,780.378,6.97,Post-monsoon 2020,,7.81,731,467.84,0,230,90,0.38,1.650.809.091,10,64,3,32,38.896,2.399.342.105,1.796.412.425,C2S1,-198.684.211,P.S.
NIRMAL,Lokeswaram,Lokeswaram,190.245,780.899,10.3,Post-monsoon 2020,,7.69,434,277.76,0,140,50,0.3,2.617.136.364,9.25,38,1,16,24.31,1.399.588.816,1.396.546.912,C2S1,822.368,P.S.
NIRMAL,Mamada,Mamada,19.077.972,78.522.916,2.2,Post-monsoon 2020,,08.01,1387,887.68,0,250,270,0.75,4.771.240.909,34.25,101,7,104,53.482,4.799.095.395,2.004.535.936,C3S1,-4.598.190.789,P.S.
NIRMAL,Nirmal,Nirmal,19.092.416,78.343.527,2.23,Post-monsoon 2020,,7.51,1386,887.04,0,330,190,0.47,8.737.209.091,29.25,138,2,64,58.344,3.999.013.158,3.000.370.134,C3S1,-1.398.026.316,P.S.
NIRMAL,Sarangapur,Beeravelly,19.139.638,78.261.972,5.95,Post-monsoon 2020,,7.8,637,407.68,0,200,60,1.82,2.375.554.545,10.25,45,2,24,38.896,2.199.342.105,1.319.283.964,C2S1,-398.684.211,P.S.
NIRMAL,Tanur,Bhosi,19.109.333,77.879.444,3.8,Post-monsoon 2020,,7.94,1572,1006.08,0,370,160,0.44,1.968.891.818,33.5,133,2,96,63.206,4.998.930.921,2.586.337.741,C3S1,-2.597.861.842,P.S.
NIZAMABAD,Armoor,perkit,18.808,78.315,3.8,Post-monsoon 2020,,7.3,1114,712.96,0,400,90,1.25,3.596.348,14.5,72.44,3.14,120,29.172,4.199.506.579,1.536.920.745,C3S1,-399.013.158,P.S.
NIZAMABAD,Bheemgal,Bheemgal,18.715,78.442,05.08,Post-monsoon 2020,,7.32,4303,2753.92,0,520,1060,0.84,695.353,32.5,208,6.2,232,262.548,1.659.555.921,2.219.931.396,C4S1,-2.279.111.842,P.S.
NIZAMABAD,Bodhan,Bodhan,186.705,778.925,2.72,Post-monsoon 2020,,7.29,1612,1031.68,0,410,220,0.89,70.864,24,125,2.4,184,24.31,5.599.588.816,2.296.699.143,C3S1,-2.999.177.632,P.S.
NIZAMABAD,Darpally,Ramadugu,18.613,78.309,03.05,Post-monsoon 2020,,7.31,934,597.76,0,360,60,1.36,651.063,11.75,84,2.14,88,14.586,2.799.753.289,2.182.687.535,C3S1,1.600.493.421,MR
NIZAMABAD,Dichpally,Yanampally,18.627,78.249,4.6,Post-monsoon 2020,,7.38,798,510.72,0,300,50,0.78,21.635.665,11.5,38.05,2.33,96,19.448,3.199.671.053,924.856.086,C3S1,-399.342.105,P.S.
NIZAMABAD,Indalwai,Gannaram,18.512.497,78.234.885,3.29,Post-monsoon 2020,,7.4,1169,748.16,0,350,130,1.27,20.670.143,21,91,2.91,104,29.172,3.799.506.579,2.029.784.613,C3S1,-599.013.158,P.S.
NIZAMABAD,Jakrampally,Jakrampally,187.072,782.716,3.72,Post-monsoon 2020,,07.05,760,486.4,0,300,40,0.78,137.299,10.75,37.07,03.08,96,14.586,2.999.753.289,930.576.285,C3S1,493.421,P.S.
NIZAMABAD,Kammarapalli,Inayathnagar,18.708.681,78.564.875,2.85,Post-monsoon 2020,,7.62,934,597.76,0,350,60,1.74,1.793.745,12.75,86.2,3.43,56,34.034,2.799.424.342,2.239.984.754,C3S1,1.401.151.316,MR
NIZAMABAD,Kotagiri,Kallur,18.515.955,7.777.381,8.64,Post-monsoon 2020,,7.94,876,560.64,0,330,60,0.84,3.228.741,19.25,114,1.5,32,29.172,1.999.506.579,3.505.222.547,C3S1,2.600.986.842,U.S.
NIZAMABAD,Morthad,Morthad,18.826,78.449,13.83,Post-monsoon 2020,,07.03,922,590.08,0,280,90,0.63,4.809.894,12.5,30,1.46,120,24.31,3.999.588.816,652.207.436,C3S1,-2.399.177.632,P.S.
NIZAMABAD,Mugpal,Manchippa,18.539,78.114,2.57,Post-monsoon 2020,,7.28,1589,1016.96,0,420,180,0.77,124.012,19.75,80,5.37,152,63.206,6.398.930.921,1.375.018.179,C3S1,-4.397.861.842,P.S.
NIZAMABAD,Mupkal,Mupkal,18.912.998,78.361.616,12.4,Post-monsoon 2020,,7.41,1128,721.92,0,290,100,0.97,1.457.141,16,58,2.9,136,24.31,4.399.588.816,1.202.248.137,C3S1,-2.999.177.632,P.S.
NIZAMABAD,Nandipet,Ailapoor,18.853,78.114,3.24,Post-monsoon 2020,,7.52,1995,1276.8,0,480,270,0.78,1.262.265,33,200,0.31,120,77.792,6.198.684.211,3.492.628.581,C3S1,-2.797.368.421,P.S.
NIZAMABAD,Nandipet,Nutpally,189.365,782.182,2.84,Post-monsoon 2020,,7.68,1208,773.12,0,320,150,0.64,4.557.441,20,72.41,1.99,112,38.896,4.399.342.105,1.500.986.699,C3S1,-2.398.684.211,P.S.
NIZAMABAD,Nandipet,Velmal,18.831,78.143,4.86,Post-monsoon 2020,,7.4,1578,1009.92,0,340,270,0.64,141.728,40.25,140,1.8,168,14.586,4.799.753.289,277.837.423,C3S1,-2.799.506.579,P.S.
NIZAMABAD,Nizamabad,Arsapally,18.685.342,7.806.863,3.1,Post-monsoon 2020,,7.39,1541,986.24,0,480,170,1.1,3.481.194,20,77,3.1,104,87.516,6.198.519.737,1.344.679.844,C3S1,-2.797.039.474,P.S.
NIZAMABAD,Renjal,Dupally,18.733,77.991,12.63,Post-monsoon 2020,,7.44,1102,705.28,0,330,130,1.91,141.728,17.25,85.48,2.49,88,34.034,3.599.424.342,1.958.935.573,C3S1,-598.848.684,P.S.
NIZAMABAD,Rudrur,Rayakur,186.102,778.575,13.1,Post-monsoon 2020,,7.31,4060,2598.4,0,420,430,0.98,79.722,860,505,7.2,272,92.378,105.984.375,6.744.389.142,C4S1,-12.796.875,P.S.
NIZAMABAD,Sirikonda,Peddavolgote,18.604,78.426,2.45,Post-monsoon 2020,,7.4,1888,1208.32,0,520,180,1.15,84.151,101.5,250,10.4,112,34.034,4.199.424.342,5.304.168.255,C3S1,2.001.151.316,MR
NIZAMABAD,Vailpoor,Ankushpur,18.811,78.396,2.78,Post-monsoon 2020,,7.31,1686,1079.04,0,310,230,0.67,186.018,31.25,105.72,2.31,160,48.62,5.999.177.632,1.876.650.755,C3S1,-5.798.355.263,P.S.
NIZAMABAD,Vailpoor,Vailpoor,18.773,78.386,6,Post-monsoon 2020,,7.38,1052,673.28,0,330,100,01.04,4.743.459,15,70,1.71,72,48.62,3.799.177.632,1.561.440.372,C3S1,-998.355.263,P.S.
NIZAMABAD,Varni,Varni,18.543,77.903,3.88,Post-monsoon 2020,,7.46,991,634.24,0,340,90,0.96,1.922.186,12.75,56,0.92,80,43.758,3.799.259.868,1.249.138.778,C3S1,-798.519.737,P.S.
NIZAMABAD,Yedapalli,Yedapalli,18.678,77.954,12.21,Post-monsoon 2020,,7.85,889,568.96,0,360,50,1.1,1.231.262,11.25,83,2.22,32,48.62,2.799.177.632,2.156.924.914,C3S1,1.601.644.737,MR
PEDDAPALLY,Dharmaram,Dharmaram,187.453,791.872,3.55,Post-monsoon 2020,,8.1,886,567.04,0,170,120,0.45,3.221.090.909,44.75,43,3,48,48.62,3.199.177.632,1.045.253.047,C3S1,-2.998.355.263,P.S.
PEDDAPALLY,Eligedu,Eligedu,18.552.157,79.260.942,4.19,Post-monsoon 2020,,8..05,572,366.08,0,180,90,0.82,1.509.886.364,26.5,55,8,56,19.448,2.199.671.053,1.612.337.607,C2S1,-799.342.105,P.S.
PEDDAPALLY,Julapalli,Julapalli,186.205,792.492,3.38,Post-monsoon 2020,,8.42,1568,1003.52,90,320,240,2.24,7.448.772.727,64.25,268,16,64,19.448,2.399.671.053,7.521.961.422,C3S1,3.400.657.895,U.S.
PEDDAPALLY,Odella,Odella,184.528,79.46,1.75,Post-monsoon 2020,,7.92,692,442.88,70,170,100,0.19,4.227.681.818,24.75,64,2,80,24.31,2.999.588.816,1.606.649.988,C2S1,-1.199.177.632,P.S.
PEDDAPALLY,Peddapalli,Peddapalli,186.017,79.39,4.32,Post-monsoon 2020,,8.28,724,463.36,0,180,80,1.86,3.060.036.364,29.25,32,4,40,43.758,2.799.259.868,831.573.294,C2S1,-1.998.519.737,P.S.
RANGAREDDY,Chevella,Alur,17.324,78.064,3.98,Post-monsoon 2020,,8.18,672,430.08,0,100,130,2.51,194.876,13,81,3.11,40,9.724,1.399.835.526,2.976.587.662,C2S1,-799.671.053,P.S.
RANGAREDDY,Amangal,Amangal,168.442,785.425,03.07,Post-monsoon 2020,,8,2558,1637.12,0,410,510,0.48,8.915.577,38,226,13.7,144,87.516,7.198.519.737,3.662.342.892,C4S1,-6.197.039.474,P.S.
RANGAREDDY,Chevella,Dharmasagar,17.336,78.154,7.68,Post-monsoon 2020,,8.11,742,474.88,0,260,60,0.55,3.246.457,6.25,34,2.3,80,24.31,2.999.588.816,853.532.806,C2S1,-799.177.632,P.S.
RANGAREDDY,Kandukur,Kandukur,17.08,78.48,1,Post-monsoon 2020,,08.08,890,569.6,0,290,40,01.05,868.084,9.25,57.98,1.31,24,58.344,2.999.013.158,145.566.416,C3S1,-198.026.316,P.S.
